"X" 	"Y"
0 	0
1.0000000000000001e-05 	10369.873
2.0000000000000002e-05 	18560.790000000001
3.0000000000000001e-05 	27478.029999999999
4.0000000000000003e-05 	43945.32
5.0000000000000002e-05 	55889.949999999997
6.0000000000000002e-05 	65771.449999999997
6.9999999999999994e-05 	75647.070000000007
8.0000000000000007e-05 	92865
9.0000000000000006e-05 	96105.899999999994
0.0001 	117095.8
0.00011 	115509
0.00012 	126867.7
0.00012999999999999999 	133844
0.00013999999999999999 	139349.29999999999
0.00014999999999999999 	154351.70000000001
0.00016000000000000001 	153033.39999999999
0.00017000000000000001 	166143.79999999999
0.00018000000000000001 	166088.89999999999
0.00019000000000000001 	172406
0.00020000000000000001 	176324.39999999999
0.00021000000000000001 	174108.79999999999
0.00022000000000000001 	185412.60000000001
0.00023000000000000001 	184277.29999999999
0.00024000000000000001 	196087.60000000001
0.00025000000000000001 	191345.20000000001
0.00025999999999999998 	182891.89999999999
0.00027 	195843.60000000001
0.00027999999999999998 	184039.29999999999
0.00029 	190844.79999999999
0.00029999999999999997 	184185.79999999999
0.00031 	188281.20000000001
0.00032000000000000003 	187554.89999999999
0.00033 	188610.89999999999
0.00034000000000000002 	185211.20000000001
0.00035 	175012.29999999999
0.00036000000000000002 	183093.29999999999
0.00036999999999999999 	171630.79999999999
0.00038000000000000002 	183612.10000000001
0.00038999999999999999 	176971.5
0.00040000000000000002 	181671.20000000001
0.00040999999999999999 	181701.70000000001
0.00042000000000000002 	172711.29999999999
0.00042999999999999999 	178942.89999999999
0.00044000000000000002 	167968.70000000001
0.00044999999999999999 	177325.39999999999
0.00046000000000000001 	175836.20000000001
0.00046999999999999999 	178216.60000000001
0.00048000000000000001 	178540
0.00048999999999999998 	175451.60000000001
0.00050000000000000001 	176257.29999999999
0.00051000000000000004 	168811
0.00051999999999999995 	173669.5
0.00052999999999999998 	165142.70000000001
0.00054000000000000001 	173522.89999999999
0.00055000000000000003 	177825.79999999999
0.00055999999999999995 	172460.89999999999
0.00056999999999999998 	178686.5
0.00058 	171698
0.00059000000000000003 	176611.29999999999
0.00059999999999999995 	175671.29999999999
0.00060999999999999997 	167230.29999999999
0.00062 	171154.79999999999
0.00063000000000000003 	168792.79999999999
0.00064000000000000005 	178546.10000000001
0.00064999999999999997 	167047.10000000001
0.00066 	176532.10000000001
0.00067000000000000002 	163696.29999999999
0.00068000000000000005 	165985.10000000001
0.00068999999999999997 	164117.5
0.00069999999999999999 	159881.5
0.00071000000000000002 	177423.20000000001
0.00072000000000000005 	164202.79999999999
0.00072999999999999996 	170892.20000000001
0.00073999999999999999 	160760.39999999999
0.00075000000000000002 	166192.70000000001
0.00076000000000000004 	159942.70000000001
0.00076999999999999996 	160479.70000000001
0.00077999999999999999 	158184.79999999999
0.00079000000000000001 	159442.20000000001
0.00080000000000000004 	161706.5
0.00080999999999999996 	159350.70000000001
0.00081999999999999998 	156951.89999999999
0.00083000000000000001 	155425.89999999999
0.00084000000000000003 	152746.60000000001
0.00084999999999999995 	154516.60000000001
0.00085999999999999998 	153094.5
0.00087000000000000001 	153735.39999999999
0.00088000000000000003 	154943.79999999999
0.00088999999999999995 	147778.29999999999
0.00089999999999999998 	153595.10000000001
0.00091 	147845.60000000001
0.00092000000000000003 	150317.29999999999
0.00093000000000000005 	145050.10000000001
0.00093999999999999997 	149102.79999999999
0.00095 	149426.29999999999
0.00096000000000000002 	149646
0.00097000000000000005 	148950.20000000001
0.00097999999999999997 	145953.29999999999
0.00098999999999999999 	147705.10000000001
0.001 	141192.60000000001
0.00101 	144470.20000000001
0.0010200000000000001 	143438.70000000001
0.0010300000000000001 	145294.10000000001
0.0010399999999999999 	144769.29999999999
0.0010499999999999999 	144977
0.00106 	145001.29999999999
0.00107 	140710.39999999999
0.00108 	141229.29999999999
0.00109 	138348.5
0.0011000000000000001 	140350.29999999999
0.0011100000000000001 	142956.60000000001
0.0011199999999999999 	140899.70000000001
0.0011299999999999999 	141131.60000000001
0.00114 	140850.70000000001
0.00115 	137017.79999999999
0.00116 	141302.39999999999
0.00117 	135308.79999999999
0.0011800000000000001 	146282.79999999999
0.0011900000000000001 	136724.89999999999
0.0011999999999999999 	138989.20000000001
0.0012099999999999999 	136614.89999999999
0.0012199999999999999 	134771.79999999999
0.00123 	135925.29999999999
0.00124 	129992.7
0.00125 	141131.5
0.0012600000000000001 	131072.89999999999
0.0012700000000000001 	133136.10000000001
0.0012800000000000001 	132861.20000000001
0.0012899999999999999 	129236
0.0012999999999999999 	131298.79999999999
0.00131 	125653.10000000001
0.00132 	129773
0.00133 	126708.89999999999
0.00134 	129364.10000000001
0.0013500000000000001 	126776
0.0013600000000000001 	125561.5
0.0013699999999999999 	128521.7
0.0013799999999999999 	121765.2
0.00139 	126306.2
0.0014 	118463.2
0.00141 	124810.8
0.00142 	125140.5
0.0014300000000000001 	116235.3
0.0014400000000000001 	124615.5
0.0014499999999999999 	105737.39999999999
0.0014599999999999999 	123034.8
0.00147 	113909.89999999999
0.00148 	122198.39999999999
0.00149 	121917.8
0.0015 	119342.2
0.0015100000000000001 	121966.5
0.0015200000000000001 	115350.3
0.0015299999999999999 	119964.60000000001
0.0015399999999999999 	112139.89999999999
0.0015499999999999999 	118957.5
0.00156 	120855.7
0.00157 	116314.7
0.00158 	123303.10000000001
0.0015900000000000001 	114923
0.0016000000000000001 	117431.60000000001
0.0016100000000000001 	115930.10000000001
0.0016199999999999999 	114483.60000000001
0.0016299999999999999 	121972.60000000001
0.00164 	112292.5
0.00165 	120355.10000000001
0.00166 	113165.39999999999
0.00167 	116235.3
0.0016800000000000001 	110308.89999999999
0.0016900000000000001 	111798.2
0.0016999999999999999 	113183.7
0.0017099999999999999 	110137.8
0.00172 	123864.7
0.00173 	108251.89999999999
0.00174 	121771.2
0.00175 	106921.39999999999
0.0017600000000000001 	110168.5
0.0017700000000000001 	106341.60000000001
0.0017799999999999999 	106671.10000000001
0.0017899999999999999 	105761.7
0.0018 	105413.89999999999
0.00181 	109710.7
0.00182 	102691.7
0.00183 	107287.60000000001
0.0018400000000000001 	101068.2
0.0018500000000000001 	104498.2
0.0018600000000000001 	102026.39999999999
0.0018699999999999999 	99731.5
0.0018799999999999999 	99285.899999999994
0.00189 	100152.7
0.0019 	99999.899999999994
0.00191 	98400.800000000003
0.00192 	98260.399999999994
0.0019300000000000001 	97100.899999999994
0.0019400000000000001 	98223.800000000003
0.0019499999999999999 	95770.199999999997
0.0019599999999999999 	95129.399999999994
0.00197 	94250.600000000006
0.00198 	92962.800000000003
0.00199 	93322.699999999997
0.002 	93280
0.0020100000000000001 	91967.800000000003
0.0020200000000000001 	91961.800000000003
0.0020300000000000001 	91156.100000000006
0.0020400000000000001 	91381.899999999994
0.0020500000000000002 	90332
0.0020600000000000002 	89190.800000000003
0.0020699999999999998 	88861
0.0020799999999999998 	89874.300000000003
0.0020899999999999998 	89501.899999999994
0.0020999999999999999 	88153
0.0021099999999999999 	86792.100000000006
0.0021199999999999999 	86669.899999999994
0.0021299999999999999 	86273.199999999997
0.00214 	84661.800000000003
0.00215 	85058.600000000006
0.00216 	84307.800000000003
0.0021700000000000001 	83685.199999999997
0.0021800000000000001 	84308
0.0021900000000000001 	83367.899999999994
0.0022000000000000001 	82830.800000000003
0.0022100000000000002 	80535.800000000003
0.0022200000000000002 	80603.100000000006
0.0022300000000000002 	80798.300000000003
0.0022399999999999998 	79339.699999999997
0.0022499999999999998 	78698.699999999997
0.0022599999999999999 	79229.699999999997
0.0022699999999999999 	78698.699999999997
0.0022799999999999999 	77191.199999999997
0.0022899999999999999 	76367.300000000003
0.0023 	75329.5
0.00231 	74096.699999999997
0.00232 	75598.100000000006
0.00233 	75085.399999999994
0.0023400000000000001 	74829.100000000006
0.0023500000000000001 	73486.399999999994
0.0023600000000000001 	72430.300000000003
0.0023700000000000001 	72400.100000000006
0.0023800000000000002 	70739.800000000003
0.0023900000000000002 	69799.800000000003
0.0023999999999999998 	70019.600000000006
0.0024099999999999998 	69641.100000000006
0.0024199999999999998 	70471.300000000003
0.0024299999999999999 	70159.899999999994
0.0024399999999999999 	69067.300000000003
0.0024499999999999999 	68963.679999999993
0.0024599999999999999 	68212.899999999994
0.00247 	64776.580000000002
0.00248 	66619.899999999994
0.00249 	66424.600000000006
0.0025000000000000001 	66302.429999999993
0.0025100000000000001 	66357.520000000004
0.0025200000000000001 	64972
0.0025300000000000001 	64678.910000000003
0.0025400000000000002 	63092.129999999997
0.0025500000000000002 	62341.199999999997
0.0025600000000000002 	62109.330000000002
0.0025699999999999998 	63067.540000000001
0.0025799999999999998 	60504.120000000003
0.0025899999999999999 	58428.93
0.0025999999999999999 	61401.389999999999
0.0026099999999999999 	59924.410000000003
0.0026199999999999999 	58923.330000000002
0.00263 	58721.910000000003
0.00264 	58892.949999999997
0.00265 	59008.860000000001
0.00266 	56036.370000000003
0.0026700000000000001 	58599.82
0.0026800000000000001 	57189.940000000002
